bedrooms,bathrooms,sqft_living,sqft_lot,price
3,1.5,1380,7200,426000
3,2.5,1720,4515,389000
6,3,4050,36171,670000
4,3.25,3660,5800,1506000
3,2.25,1870,3230,288400
4,2,2230,4635,700000
4,3,2020,6000,830000
2,2.75,3690,32044,1899000
2,1,1450,6380,350500
3,1.75,1630,9000,431000
3,2.5,1840,8250,485000
3,1.5,1620,7500,780000
2,1.5,1840,9000,720000
3,1,1360,73616,415000
4,1,2080,5500,480000
4,2.25,2550,10000,452250
3,2.5,2550,8170,316000
2,1,1160,17635,700000
4,2,1760,5500,285000
3,1.75,1720,4050,575000
3,2.25,2300,12430,590000
4,1.75,2500,20868,587500
4,2.25,1750,10270,364000
3,2.5,1890,10190,490000
3,2.25,1800,36704,410000
3,2.5,2160,4297,520000
3,1,1380,6591,389000
2,1,1180,6000,450000
3,2.5,2550,4240,325000
2,1,1070,5000,660000
3,2.25,2870,8170,850000
3,2.5,1940,9874,285000
2,1,870,3121,395000
3,2,1550,2401,440000
3,1.75,1400,5648,249000
3,1.75,1210,4400,635000
3,2.5,3430,48993,515000
3,3.25,3020,6073,1400000
2,1,950,8100,200000
4,2.75,3370,8103,1135000
4,1,1460,4600,445000
3,1.5,1740,4200,555000
4,2,1720,6413,537000
3,1.75,1480,7500,315000
5,2.5,3320,7266,805000
4,2.5,3490,9030,414000
2,1.5,1160,1648,375000
4,1.75,3010,12523,401000
3,1,1030,4583,210000
2,1,980,5110,365000
5,1.5,1990,18200,178000
2,1,1790,4000,710000
2,1,810,7980,255000
5,2.25,2940,38009,528000
4,4.25,4883,26040,537000
4,1.5,1360,6110,442000
3,1.75,1370,19550,375000
4,2.5,2120,3220,637250
3,1.75,1240,7200,427500
4,2.5,2770,89298,700000
3,1.75,1660,5750,680000
2,2,1170,8251,393820
4,2.75,2470,7200,525000
2,1.75,1310,3816,505000
3,2,1670,11337,555565
3,1.75,1660,10819,650000
5,3.25,3500,7254,632500
3,2.5,1440,3800,269000
4,2.75,2360,7716,405000
3,3.5,3460,15745,845000
3,1,1750,8820,234000
4,1.75,1470,4236,638000
3,1.75,1710,10950,290000
1,0.75,520,12981,262000
4,2.5,2350,5835,270000
4,2.25,2380,4876,875000
3,2.25,1920,7840,299000
3,1,1580,6000,551000
3,2.75,3070,5280,350000
3,2.5,2660,13367,1901000
2,1.75,1700,5000,511718
4,3.25,5010,49222,965000
4,2.25,2680,4673,475000
4,2.75,2720,4000,1062000
2,1,940,15450,252000
6,2.5,3596,13700,580000
2,2.25,1240,1172,374950
5,4,4660,9900,739000
4,1.75,1710,7200,271000
2,1,930,7550,230000
3,2.25,1430,9150,210000
3,2.75,1650,5700,350000
3,2.25,1560,12000,491500
3,2.5,1870,9825,325000
3,2,1320,7625,190000
4,2,1400,4690,658600
3,1.5,1940,8951,299950
5,2,2000,3000,464000
3,1,1640,18144,308000
3,1,1020,7650,625000
3,1.75,1630,9450,240000
4,2.5,2940,35996,530000
5,4.5,2120,8944,1000000
1,1,790,2400,439000
4,1.75,2020,6200,575000
3,1.75,1530,7238,418000
4,3.75,3250,10949,1208000
4,3.75,2930,3200,1100000
3,3.75,3150,8550,1900000
3,2.5,2180,40278,580000
2,1,1040,7372,380000
3,1,880,5375,256000
3,1,1400,7066,349950
4,2.5,2600,7200,691500
3,1.75,1590,2500,556000
3,2.25,1610,7084,218000
4,2,1390,4500,425000
3,3.25,3710,38509,935000
4,1.75,2360,11300,732000
3,1,1440,10330,805500
3,1.75,1400,5750,507250
4,2.5,4600,67369,800000
3,2.25,2100,8276,600000
4,1.75,2010,12044,627800
2,2.25,2550,6000,660000
2,2.5,1240,3649,153503
3,2.25,2090,9163,456500
5,2.5,2770,8100,1306000
3,2.5,3560,11448,843500
3,1,1240,4080,625000
2,1.75,1640,4080,527000
5,3.75,3940,13738,1965000
5,2.5,3150,50094,1003000
4,3,2550,5300,855000
4,3.25,3940,27591,725000
1,1,580,7200,315000
3,1.75,1330,16000,180000
2,1,930,5000,700000
3,1,1060,8625,476500
3,1.5,1180,9048,193000
4,2.5,1850,6663,295000
2,1,820,4880,363000
4,2.5,3600,21794,875000
3,2,1850,8250,257200
3,2,2240,11250,555000
3,2.25,1860,15559,380000
4,2.75,2390,7330,282000
4,2.5,2040,6034,545000
3,1.5,1900,5000,550000
3,1.5,1900,5000,921500
3,1.5,2200,2880,885000
4,2.25,2280,6660,820000
3,1,1090,7315,289000
1,1,670,5750,334000
3,1,1050,5233,206000
3,2.25,2090,10733,491950
3,2.5,2030,7770,430000
3,2,1250,7995,208000
4,2.25,2600,6390,245000
2,1,640,2500,426000
3,2.5,2120,3742,400000
3,1,1330,5100,553000
2,1,750,4680,296000
3,2.5,2230,32660,428000
4,2.5,1890,6156,325000
2,1,820,6366,294000
3,1.75,1880,8424,410000
4,4.25,2360,57514,590000
3,2.25,1850,4050,445000
4,2.5,2310,5362,921000
3,1.5,2520,37616,496000
2,1,800,8550,95000
4,1.75,1580,6396,359000
3,2.5,2430,88426,452500
4,1.75,2350,6200,555000
5,3,3800,42316,549900
5,3,3670,10583,569000
4,2,1780,7350,318500
2,1.5,1295,1093,487028
3,1,1350,7560,240000
3,2.25,1440,9806,253000
5,1.75,1320,38125,380000
2,0.75,700,16828,250000
2,1.75,2510,19141,368500
3,1,3180,27586,340000
2,1,910,4000,400000
3,2,1570,4625,835000
3,2.5,2450,7062,299000
6,2.25,4910,6600,1675000
3,2,1570,5706,265000
4,2.5,2680,7513,437500
3,1.75,2090,4725,865000
3,2,2150,7200,626000
2,2,1140,1118,247300
4,3.5,4230,20377,2075000
3,1,1790,6000,425000
5,3.5,3100,10200,905000
3,2.5,2220,2550,641250
4,2.5,2370,9679,675000
4,2.75,4070,115434,845000
4,1,1790,8400,401500
3,2.5,1610,3755,395000
5,2.75,2830,18050,1100000
3,1,1010,5490,145000
3,1,1560,3825,900000
3,1.5,1330,8636,374500
4,2.25,2330,10451,850000
3,1,960,5750,490000
3,2.5,1710,6773,304000
4,2.25,2230,7200,400000
3,2,1700,10000,454000
2,2,1040,4750,160000
3,1.75,1070,8030,542000
5,2.5,3600,17300,403500
4,2.5,2750,8471,418000
4,1.5,1920,6000,406000
3,2.25,1770,10000,242500
4,2.5,2460,5440,425000
4,2,1550,4815,613000
3,2,1460,11481,189000
4,2.25,2440,9450,700000
3,1,1640,6516,750000
2,1,1290,4650,494000
4,3,3150,7778,700000
2,2.5,2305,5580,705000
2,1.75,1060,16470,356000
3,1.75,2060,12558,625000
2,1,900,7500,144975
4,4.5,3890,5906,970000
3,1.75,1910,12596,415000
4,3,2340,7048,485000
3,3,2900,11769,799950
4,2.5,3290,35001,783350
1,1,630,1362,430000
5,4.75,5410,13431,2544750
4,2.5,4270,43386,975000
3,1.5,1700,8050,950000
2,1,1430,8157,350000
4,2.75,2850,7510,637000
3,2,2160,105415,895000
2,2,1760,7200,579000
4,1.75,2700,27072,314900
2,1,860,6000,122000
2,1,880,3000,405000
2,2.5,1360,1349,553650
2,2.5,1770,1853,369900
3,2,2030,24829,225000
2,1,1180,9350,160000
4,2,2430,199940,449500
3,1,1300,8266,650000
4,2.5,2360,43088,542126
3,1.5,1200,15606,309950
2,1,1000,16524,115000
2,1.5,1556,20000,221700
3,2.5,1890,3880,726000
3,1.75,1810,5733,515000
4,2.5,2730,10753,756000
4,3.75,3070,5850,1570000
4,2.25,2080,12007,442000
4,2,1620,7992,260000
2,1.75,1150,2723,390000
2,1,1250,3825,459500
3,1.5,1430,8000,330000
2,1,790,7128,189000
3,1,1200,9322,280000
2,1.75,2110,9519,400000
4,2,3160,11193,368000
4,1.75,2700,7875,390000
2,1,820,7475,245000
4,2.5,1800,8432,375000
5,1.5,1750,12491,465000
3,2,1540,67953,445000
3,1,1130,7800,250000
3,1,1500,9416,475500
2,1.75,1600,5795,672324
3,2,1200,5029,420000
3,2,1690,5100,515000
4,2.5,2270,7665,732350
4,2.5,1910,5000,297500
3,1.5,1640,2720,475000
4,2.5,2120,6497,414000
3,1.5,1400,8840,357250
2,1,760,6000,289950
3,1,1070,3713,550000
3,1.75,1460,9998,446000
3,1.5,1280,16738,279000
3,2.25,1650,4859,370000
3,2,1260,4125,216000
3,2.5,2200,20000,1100000
4,2.5,3560,15450,1280600
2,1.5,1140,2500,355000
4,2.5,2550,7312,699000
3,2.5,1553,1991,412000
2,1,1140,7200,276000
2,1,790,6426,100000
4,1.75,2130,5080,955500
3,1,1390,21262,199000
4,3.5,4000,15253,762000
4,2,1520,7983,425000
2,1,1657,5031,546000
3,1.75,1680,8460,419600
4,2.25,2270,5102,735000
2,2.5,2470,609,1234570
2,2,1240,2500,445000
3,2,1740,41275,665000
5,3.5,4090,290980,1290000
4,2.75,2520,12500,508500
5,1,1340,11198,345950
3,1,1640,9750,207500
4,2.5,3000,10920,1075000
3,1,1210,3720,640000
3,1,1810,13068,329500
4,2.75,2200,9676,460000
3,1.75,2200,14630,1230000
5,3,2350,6480,805000
3,1.5,1090,10454,200000
3,1.75,2280,77972,749700
0,1.5,1430,1650,288000
2,1,1520,3360,535000
3,2.25,1620,7150,330000
3,2,1510,3750,479200
5,2.5,3001,5710,373000
4,1.5,2020,6000,355000
3,2,1380,4500,275000
3,1.5,1520,4288,380000
2,1.75,1090,4590,417000
5,3.75,4220,15959,1165000
3,2.25,2520,12000,598500
3,2,1760,5000,629000
2,1,930,6600,226950
4,2.5,2600,11542,1225000
3,2.25,2180,11100,415000
3,2.5,1910,3075,595000
3,1.75,1100,5525,209950
3,1.75,1760,235224,568000
2,1,700,3180,119900
3,1,1080,10200,207000
3,1,1070,22489,195000
3,1.5,1460,8710,324950
1,1,1050,7583,210000
4,2.75,3160,42733,1078000
4,1,1400,6739,325088
4,3,3120,157875,790000
2,1,720,212137,150000
3,3,2840,206910,790000
2,1,1220,2500,255000
4,3,2820,2850,697000
2,1,840,5000,457500
3,2,1610,5100,690000
4,3.25,1860,4356,967000
4,1.75,2260,17711,980000
4,2.75,2450,14803,619420
2,1,850,3276,389000
3,1,1800,7200,500000
4,1.75,1230,7890,569000
4,2.25,2060,8540,425000
4,2.25,2750,6180,635000
2,1,1120,9912,256500
4,2.5,3010,11393,695000
4,1.5,1580,5000,535000
4,2.5,2630,5379,454200
2,1,790,5800,418500
4,2.75,3110,35235,749950
3,1.75,2130,5489,338500
4,3.75,4520,9240,1250000
3,2.5,1600,9830,299950
4,1.75,1950,12500,325000
4,3,2010,8171,434000
4,1.75,2550,8976,328950
5,3.75,5340,10655,2095000
4,2,2000,46902,570000
3,2.25,2170,5001,802000
3,1,1550,6840,525000
6,3,2790,4550,700000
3,1.75,1980,273556,350000
2,1.5,1190,1236,277500
5,2.75,3650,20150,1575000
3,1,1510,4350,195000
3,2,1200,6074,222000
5,3,2830,8854,865000
4,2,1650,6000,445000
4,1.5,1710,4600,495800
3,1,1740,4400,548500
3,1.75,1840,10723,310000
3,1.5,1820,8585,205000
5,3.75,3860,6901,470000
3,1.5,1810,349351,430000
2,2,1030,2271,310000
4,1,1410,7693,355000
5,2.5,2140,15950,621500
6,1.5,1930,8400,175000
6,1.5,1930,8400,326000
4,3.5,1930,5400,690000
4,2.5,2210,7214,335000
4,1,1360,11175,197000
3,1.75,1830,7969,312500
3,2.25,2120,6710,436000
4,2.5,2700,4590,1015000
4,2.5,3160,35225,805000
4,2.25,2770,13129,652427
3,2.5,2240,41339,1008000
4,2.5,2570,6466,355000
2,1,880,12000,334550
3,2.25,1820,9670,557500
4,2.25,1660,7184,277500
4,3,2200,10800,300000
4,1,1640,3844,325000
4,2,1650,3504,402500
3,1.75,1420,5170,461000
3,1,1270,3840,540000
3,1,1070,4000,385000
2,1,1060,3040,480000
3,2.25,2190,7149,539950
3,2.25,1940,217800,529000
3,2.5,1300,877,417000
3,1.5,1330,12500,405000
3,2.25,1940,9100,299000
3,1.75,2100,15480,299000
3,1,1290,5500,372220
2,1.75,1560,1750,494400
3,1.75,2630,6500,280000
3,2.5,2100,6021,277950
3,2.75,2070,54557,770000
4,2.5,2960,28005,760000
2,2,1300,3608,230000
4,2.5,2520,7731,525000
3,1,1150,6000,307000
4,2,2030,9600,253779
3,1.5,1880,7400,405000
2,1,2320,11250,360000
2,1,1050,7500,521000
4,2.5,3030,13068,680000
1,0.75,530,33278,355000
3,1.5,1090,9600,200000
3,2.25,2220,4060,330000
3,2.25,1430,5999,221000
4,4.5,3780,6000,1598890
2,1,1560,4920,310000
4,2.25,2220,4200,862000
3,1.5,1140,8340,200000
4,2.5,2540,11100,630000
3,2.25,1440,6232,432250
3,2.25,1570,9500,478000
4,2.25,1860,9576,249000
5,3,2440,4750,495000
4,2.5,2100,8800,630000
4,2.5,2150,27540,550000
3,2.5,2440,18674,350000
5,1.5,1930,7480,270000
4,2,1830,9610,488250
4,3.5,1850,6519,248000
4,3.5,3210,5000,889000
1,1,1090,5250,375000
3,1.5,1870,3300,933000
3,2.25,1920,8412,625000
2,1,700,4350,328000
4,2.25,3380,9900,470000
5,2.5,2430,6168,502500
3,1.75,1950,17400,484000
2,1,900,7500,252500
3,2.5,2060,8893,610000
4,2,2180,10447,419000
4,2.25,2140,9377,322500
6,1,1730,2760,563000
4,2.5,3140,12591,464000
4,4.25,3010,4887,870000
2,1.5,800,1196,280000
3,2.5,3300,11570,850000
2,1,1530,4370,458950
2,1,760,5280,122000
5,3,2450,4591,525000
2,1,1000,31838,286300
2,1,840,7425,218450
3,1.5,1380,4290,525000
3,1.5,1380,4290,650000
4,2,2020,48693,356000
2,1,1260,5000,436500
3,1.75,1440,7112,410000
4,1.75,1540,8311,512500
4,1,1060,7200,510000
4,1.75,1900,10297,566000
3,1.75,2870,26500,525000
3,1,1050,5500,435000
3,2.75,1840,68479,406500
5,2.75,3000,9473,550000
3,2,1200,10212,251000
3,1.5,1840,10125,830000
4,2.5,2790,7673,803000
3,1,970,9360,206000
4,1,1070,7467,200000
2,1,900,5160,219000
4,4,2680,6000,777000
3,2.5,2000,22000,593700
3,1.5,1660,8797,712500
4,1.5,1770,6014,600000
3,2,1230,6802,554663
3,1,1740,10875,267000
3,2,1710,8910,390000
6,2,2020,7071,335000
4,2.5,2410,9886,938000
4,2.75,2310,14745,370000
5,2.5,2400,4548,335000
5,2,3160,3990,695000
3,1,1560,14333,387500
3,2.5,1770,6187,245000
3,2,1600,13200,308550
3,1.75,1330,13102,225000
4,2.5,2970,29163,715000
3,1,1020,10200,335000
3,2.5,2490,4904,634000
5,2,1700,7314,337500
1,1,850,6567,440000
3,1.75,1250,13775,350000
2,1,610,4560,400000
4,3.5,3700,13175,1288000
3,1,950,10080,435000
4,2.5,3860,5130,681000
3,3.5,1360,1275,397000
4,2.5,3890,34513,775000
3,2.25,1680,9090,480000
3,2.5,1520,7200,158000
3,2,2420,208652,590000
5,2.75,3890,9130,772500
5,1.5,2940,13425,464500
3,1.75,1350,8737,281000
3,2.25,2190,45738,620000
3,2.25,2280,5750,475000
2,2,1070,4500,245000
5,2.25,2540,3750,660000
4,2.25,2270,8480,527500
2,1,1220,7250,135000
3,1.75,1890,5000,275000
4,2,1990,4740,430000
3,1,1220,6000,213500
3,3,2640,5978,535000
3,1.75,1480,9603,641000
3,2,2320,9420,436300
4,1.75,2410,6000,1440000
4,2.75,2090,13500,830000
3,1,920,3532,380000
3,0.75,850,8573,132500
3,1,1130,9907,179950
3,1,1260,7265,188200
4,2,2090,10800,659000
3,2,2020,7260,317000
3,2.25,1970,4564,625000
3,1.75,1820,9545,350000
3,1.5,1840,5000,750000
4,1.75,2100,10358,457000
4,2,1770,5000,632500
3,2,1110,7231,223000
4,2.75,2090,8400,610000
4,1.75,2080,8215,385000
3,3.25,1400,1343,367500
3,1,1060,8040,385100
2,1,720,5913,230000
3,2.75,1100,750,286000
3,1,1010,9576,201700
4,4.75,5230,89298,1350000
4,1.75,2420,7672,525000
3,1.5,1200,7236,361000
3,1.5,1950,1963,530000
3,2.25,1870,7403,455000
4,2.25,1310,8400,421000
4,2,1520,6200,640000
3,1,1270,12733,240000
2,1,840,7414,360000
2,1,900,23000,157340
4,3,3010,6139,1240000
3,1,1050,6874,250000
6,2.75,3360,84506,735000
7,4.75,5370,10800,884900
3,3.5,2690,104544,775000
3,1.75,1710,7320,463000
3,2.5,1640,1269,579000
6,3.75,4000,6015,570000
5,4.5,4140,7924,1060000
4,2.75,3140,24800,375000
2,1.75,1320,2609,422000
4,3.5,3080,4945,866500
3,2.5,2500,10359,705000
4,2.5,2520,9684,470000
3,1.25,2350,6200,360000
4,2.5,2570,13450,795000
4,2.5,3100,7807,800000
4,3.5,4730,13586,2453500
3,1.75,1030,4800,277284
2,1,1020,4002,460000
3,2.5,2080,3729,898888
3,1,1410,47916,211000
2,2,1360,3300,222000
3,2.5,2620,21587,672000
3,2.25,2260,33080,778000
3,1.75,1490,9493,312500
4,2.5,2530,6500,650000
6,2.25,3140,10250,740000
3,2,1820,17600,320000
4,2.5,1770,13168,455000
5,4,4430,9000,2450000
3,3.25,1490,902,500000
3,1.75,1790,27427,325000
3,2.5,1710,1296,416000
4,2.25,2070,20280,495000
2,1,1140,5400,549000
5,2,3930,10150,589000
3,1.5,1100,32700,194820
3,2.5,2260,5500,405000
3,2.5,2260,5500,625000
3,1,1130,7014,205000
3,3.75,1950,8625,345100
3,1,960,7500,200000
4,3.5,4210,18564,1905000
3,1.5,3430,264844,524500
4,2.75,3470,212639,598600
5,3,2140,5937,367777
3,2.75,2520,5401,750000
5,2.25,3550,7992,575000
2,1,700,20130,84000
2,1,740,5000,255000
4,3.75,3300,4545,1740000
3,2.25,1640,5880,415000
3,2.5,2780,8225,449900
5,1.5,1830,94960,220000
4,2.5,3540,9349,899000
3,2.5,1440,7320,430000
4,2.5,2960,223462,472500
6,2.5,3180,9375,680000
5,4,3310,8400,1650000
3,2,2390,8025,810000
3,2.5,2460,138085,605000
3,1.75,1630,15600,522000
5,2.75,3490,8230,759000
4,2.75,2500,5257,411000
4,2.5,2080,9846,286950
3,1.5,1290,1286,440000
3,1,1700,8645,149000
3,1,1700,8645,284700
3,2.5,2540,11562,374950
3,1.5,1180,8545,816000
4,1.75,1520,15398,533250
3,2.75,2390,9313,689800
4,2.75,2740,6200,775000
3,2.5,2190,8528,702000
3,1,1350,8700,160000
3,1,1350,8700,255500
4,2.75,2980,42253,949000
2,1,790,7450,169500
4,2.25,2130,9000,586000
4,2.5,2700,37431,680000
3,2,3200,18184,851500
2,1.5,1159,4800,582500
4,3.5,3080,118918,637000
3,1,1000,9295,225000
3,3.25,2260,3727,795000
4,2.25,2270,9600,304999
1,0.75,760,5746,95000
4,1.75,1420,5382,240000
4,2.5,2500,8680,772000
2,1.5,1450,6258,245000
5,3,2500,5750,430000
3,1.5,2210,6300,799000
5,2.75,3020,9187,880000
4,2.5,3290,7538,750000
4,4,5780,7173,2890000
3,2.5,1820,4910,532000
4,2.75,2500,10330,525000
2,1,1210,9375,239000
2,1.5,1090,4000,460000
4,2.25,1330,8400,540000
2,1,890,4590,475000
3,1.75,1360,4998,445000
5,3.75,4220,9240,1575000
4,2.5,3780,6800,549950
4,2,2610,14321,294950
3,2.5,1980,2975,736000
3,1.75,1290,8688,214946
5,3.25,3620,5500,856000
2,2.5,2680,7392,775000
3,1.75,1200,8631,205000
2,2.75,1992,10946,429592
4,1.75,1640,13566,414250
4,2.75,1920,4400,399950
3,2.25,1840,7326,319990
3,1.5,1310,9471,524000
2,1,1050,6317,349950
4,2.5,2570,4480,889000
3,1,930,5160,300000
1,1,730,3000,395000
2,2.5,1270,1242,348000
2,1,1150,6000,830000
2,1,820,10450,173000
4,1.75,3000,42200,585000
3,2,2220,5000,576750
5,3.25,2500,7620,495000
3,3.5,1540,1427,216650
4,2.75,2750,15450,615000
4,2.5,3130,12463,675000
3,2,1430,9250,510000
3,2.5,2680,327135,630000
4,2.5,3010,5701,359950
3,1.5,1530,7500,265000
3,1,1240,4842,210000
3,2.5,2260,93218,367000
4,2.25,2820,5000,1075000
3,2.5,3560,8297,756000
3,2.25,1630,9145,203000
4,2.5,2880,23994,535000
3,3.25,2200,7440,525000
3,1.75,1620,7500,347500
3,1.75,1480,2185,620000
4,2.5,2250,10696,645000
4,3,3540,11098,2200000
3,2,1790,42399,280000
3,2,1400,6380,432000
3,1.5,2390,4452,790000
4,1.75,2400,10050,635000
3,1.5,2050,6384,442000
4,3,2640,5267,490000
5,1.75,2320,7700,250000
4,2.5,2440,3600,1325000
3,1,1260,7500,120000
5,4.75,6240,47480,2950000
4,2.5,1930,8458,325000
4,1.75,1200,7680,210000
1,1,970,7639,215000
3,1.75,1810,10800,387000
3,1,1380,7015,408000
3,1,1470,6500,410000
3,1,1010,7920,216000
3,1,1010,7920,390000
3,1.5,1340,11744,357000
3,1,970,7275,215000
3,1,1122,6554,265000
3,2.75,1670,1350,589950
3,1.75,2840,16851,440000
2,1,770,8600,248000
3,2.25,2040,130680,730000
4,2.5,3052,12145,425000
3,2.5,2620,14248,680000
5,2.25,3120,10400,341500
2,1,1100,3975,395000
4,2.75,3410,95396,1225000
5,2.75,2510,9180,695500
3,1.75,1680,8629,308000
3,2,1960,6450,422500
2,1,1040,6900,418000
5,1.5,1750,9780,385000
3,3.25,2170,12508,876650
3,2.5,1639,2710,450000
4,2.25,2100,9984,418800
2,1,880,1753,330000
3,1.75,1940,8376,550000
4,2.5,2490,11650,270000
3,2.25,2060,7080,978500
4,2.5,2720,10455,975000
3,2.25,2180,6850,455000
4,3.25,3600,38016,1415000
2,1,840,9000,220000
3,2,2370,12196,490000
4,2.25,2270,9100,420000
4,2.5,2720,7043,408500
3,1.5,1140,4800,716000
4,2.5,2460,5000,965000
3,1.5,1240,9196,357823
5,4.5,10040,37325,7062500
3,2.25,1670,9500,425000
4,1.75,2220,6731,711777
3,1,980,9903,335000
4,1.5,1890,6938,825000
2,1,1100,6000,210000
2,1.75,2770,19700,575000
4,2.75,4250,10925,1208000
2,2,1370,4866,431500
3,1.5,1480,13457,475000
4,3.75,3770,4000,1495000
6,3,2870,206474,540000
3,2.5,3820,35016,775000
3,2.5,1530,2978,635000
3,2.75,4120,16365,1300000
3,2.25,1590,7267,405000
3,1,1520,8600,210000
4,2.5,2350,4675,880000
4,2,1370,8837,239000
3,2.5,1540,6100,515000
3,3.25,3786,38038,1379900
4,2.25,1500,5393,215000
6,2,1750,17685,315000
3,1.5,1800,8303,442500
2,1.75,1180,55321,311000
2,1,830,6030,425000
3,1.75,1540,9450,433500
3,2.25,1610,8296,450000
3,2.25,1990,10260,675000
3,2.5,2070,4132,535000
3,1.75,1760,12874,577000
3,1.75,1740,8528,480000
3,1.5,1950,4473,400000
3,1,1280,8184,304000
3,1.75,1460,7203,355000
4,3.25,3770,982998,998000
4,1.75,2410,8447,550000
4,1.75,2410,8447,550000
3,1.75,1400,7300,210000
3,2.5,2100,7587,317000
4,3.5,5360,25800,700000
3,1,1000,9150,265000
4,3.5,3150,6175,700000
5,3.5,4180,17841,1020000
4,2.25,2840,20242,1145000
4,2.5,2110,35091,460000
2,1.5,1660,4000,410000
4,3,2160,4400,665000
4,2.5,2420,7744,600000
4,1.75,1920,3844,502000
4,2.5,2310,8030,364950
3,2.25,2330,4000,680000
5,2.5,2340,13713,235500
4,2.5,2590,5756,576000
2,3,1410,1240,405000
3,2.75,2850,8039,335000
2,1,730,6728,122000
3,1.75,1470,6250,432000
4,2.25,2330,11400,375000
4,2.25,2460,11250,276000
3,2.25,2080,111513,450000
2,1,990,8140,210000
3,2.5,1450,4106,279000
3,1.75,1340,3900,635000
3,2.5,2730,7372,350000
3,1,1140,7560,218000
4,1.5,1950,6300,750000
4,1.75,2000,25700,310597
3,1,900,37800,355000
5,2.75,3390,5211,735000
1,1,720,6000,155000
3,1,940,10368,354000
3,1.75,1770,10513,415000
1,1,590,833,202000
3,2.5,1980,1873,580000
4,3.25,3070,10375,1495000
4,2.5,3500,7519,790000
3,2.5,2100,5112,499900
4,2.25,2620,98881,525000
4,2.5,2810,10613,810000
4,1.5,2290,8773,425000
3,1.75,1350,7588,241250
4,2.5,2770,19116,318700
4,1.75,2530,5000,720000
3,1,1280,10500,291000
3,1.75,1060,38644,420000
2,1.75,1000,3554,210000
3,3.25,3870,11000,645000
5,2,3370,5000,762000
4,1.75,2290,7765,247500
3,2.25,1670,7150,282500
3,1.75,1460,22651,395000
3,1.75,1770,8235,295000
2,1,820,5100,235000
3,1.75,1900,6334,770000
2,2,1870,4950,559950
4,2,1840,5419,639000
3,1,1590,8470,314950
3,1,1640,6180,525000
3,2.25,3000,11665,2400000
3,1.75,2160,6272,820000
3,3,2490,3600,1385000
3,2,1290,5700,521450
3,2.5,3190,49137,760750
4,1,1540,115434,759600
3,2,2140,7200,346150
2,1,980,3800,390000
5,2.25,2450,9432,359950
3,2,1360,5120,430000
4,3.5,4610,11676,960000
7,6.75,7480,41664,800000
3,2.5,2860,5805,1010000
3,2,1810,11456,290000
4,2,2240,10296,1350000
3,3.25,3610,59677,777000
2,1,1450,4500,526000
3,3.5,1450,1091,550000
3,1.5,1820,8750,276000
5,3.25,5620,12672,2500000
3,1.75,2080,6554,325000
3,2.5,1780,1754,365000
8,6,4340,9415,2150000
4,3.25,2860,3680,825050
3,1.5,2540,9520,690000
4,1,1140,6250,390000
3,2,1320,1297,385000
3,2.5,2040,7503,619000
4,2.25,1790,42000,494000
3,2,1910,13505,412450
3,1.75,1460,2800,580000
3,1.5,1420,22100,269900
4,1.5,1790,4080,704300
3,2,1390,6005,267000
4,1.75,1880,12150,310000
3,1.5,1570,10824,227064
3,2.5,2690,7000,925000
3,1.75,1670,11452,245000
3,1,1040,7490,339888
4,2,1560,7500,439000
2,1,1470,6120,400000
3,2.25,2070,15002,560000
2,1,1370,5922,703011
2,1,1120,4800,363000
4,2.75,2640,6240,650000
3,1,1030,9916,299950
3,1,1120,6625,228950
4,1.75,1730,11700,465000
3,2.5,2090,9847,725000
3,1,920,14400,212500
4,2.25,2970,54450,526000
3,2.5,1720,10031,383000
3,1.75,1460,4692,244000
3,1.5,1540,3570,565000
8,3,2850,12714,373000
3,2,1310,9855,300000
5,2.5,2430,4781,405000
3,1.5,1700,14133,979000
4,1.75,2160,28750,324888
3,1.5,860,3200,445000
3,3.5,2050,2020,761000
4,2,1650,4745,435000
3,2.25,1570,8410,252000
3,1.75,1660,10150,350000
3,1,1220,8119,875000
3,1,1220,8119,940000
3,2,1780,11342,280000
3,2.5,2180,4226,450000
3,2.5,3520,237402,905000
3,2.5,2220,20531,382450
3,2,1610,13309,246700
3,1.5,1070,9331,220000
3,1,1060,4880,555750
3,1.5,1160,8906,262500
2,1,910,4725,515000
3,2.5,2970,21907,499500
1,1,790,13062,135000
2,2,1540,7290,462500
4,2.5,3130,21100,937500
3,1.5,1470,9570,458000
4,2.75,3160,7143,845000
3,2.25,2675,40910,660000
3,2,1340,6783,265000
9,4.5,3830,6988,599999
3,2.5,1800,8697,280000
3,3.25,2990,189852,1055000
4,3,3720,14125,875000
3,1,920,7276,125000
4,3,3280,4904,634800
4,1,1440,9600,269950
3,2.25,1940,11612,359950
3,1.75,1590,11454,417000
2,2,1340,4122,389000
4,2.5,3770,10893,1038000
6,2.5,2680,11250,698000
4,2.5,2820,10125,685000
3,1.75,1520,7137,198500
4,2.5,2560,5428,350000
3,2.5,3310,387684,649950
3,1.5,1540,7200,441000
3,1.75,1430,11761,462600
4,2.5,2506,6232,365070
4,2,2250,7500,550000
5,1.75,2740,9600,470000
3,1.75,1540,10400,340000
4,2.75,4190,38912,910000
4,1.75,1690,8392,405000
4,2.25,1990,4600,661000
4,2.5,2410,7069,635000
2,1,1150,6098,282000
4,1.75,1720,10137,235000
3,2,1260,22100,277500
5,2.5,2020,8250,346500
5,2.25,2240,5500,480000
4,2.25,1930,6508,360000
